罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,戸塚,戸塚駅東口,141101,神奈川県,横浜市戸塚区,吉田町,2017-12-25,17,その他,タイヤ・ホイール
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,四季美台,2018-05-02,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2017-12-02,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰１丁目,2018-05-08,03,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰２丁目,2018-04-13,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰２丁目,2018-07-24,18,駐車（輪）場,その他
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰本町１丁目,2018-05-16,22,その他,その他
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰本町２丁目,2018-02-18,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰本町２丁目,2018-06-28,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,鶴ケ峰本町２丁目,2018-10-20,18,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,旭,鶴ケ峰,141127,神奈川県,横浜市旭区,西川島町,2018-10-31,10,一戸建住宅,タイヤ・ホイール
窃盗,部品ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,東希望が丘,2018-03-29,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,希望が丘,141127,神奈川県,横浜市旭区,東希望が丘,2018-05-13,08,駐車（輪）場,その他
窃盗,部品ねらい,旭,南希望が丘,141127,神奈川県,横浜市旭区,善部町,2018-03-29,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,さちが丘,2018-08-17,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,二俣川１丁目,2018-08-09,11,道路上,その他
窃盗,部品ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,二俣川２丁目,2018-02-25,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,二俣川,141127,神奈川県,横浜市旭区,二俣川２丁目,2018-07-07,13,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2017-12-09,13,その他,ナンバープレート
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2018-05-15,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2018-06-20,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,市沢,141127,神奈川県,横浜市旭区,市沢町,2018-10-02,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根４丁目,2018-05-14,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,白根,141127,神奈川県,横浜市旭区,白根６丁目,2018-05-04,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2018-01-28,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,上川井町,2018-12-08,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井本町,2017-12-30,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,上川井,141127,神奈川県,横浜市旭区,川井本町,2018-09-16,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2018-01-18,11,駐車（輪）場,その他
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2018-02-07,16,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2018-05-18,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2018-05-20,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2018-09-27,20,道路上,その他
窃盗,部品ねらい,旭,左近山,141127,神奈川県,横浜市旭区,左近山,2018-10-30,23,道路上,その他
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2018-09-22,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2018-10-25,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根町,2018-11-09,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根１丁目,2018-09-04,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,上白根３丁目,2018-09-09,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,中白根２丁目,2018-10-01,12,道路上,ナンバープレート
窃盗,部品ねらい,旭,ひかりが丘,141127,神奈川県,横浜市旭区,中白根２丁目,2018-10-18,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2018-02-27,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2018-11-06,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿東町,2018-11-12,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿南町,2017-12-29,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,旭,今宿,141127,神奈川県,横浜市旭区,今宿南町,2018-10-13,07,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,若葉台,141127,神奈川県,横浜市旭区,若葉台３丁目,2017-09-10,13,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,旭,都岡,141127,神奈川県,横浜市旭区,都岡町,2018-10-22,21,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,加賀町,本町,141046,神奈川県,横浜市中区,北仲通５丁目,2018-06-29,06,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,加賀町,本町,141046,神奈川県,横浜市中区,日本大通,2018-08-04,07,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,加賀町,本町,141046,神奈川県,横浜市中区,本町５丁目,2018-11-17,21,駐車（輪）場,その他
窃盗,部品ねらい,加賀町,新山下,141046,神奈川県,横浜市中区,新山下１丁目,2018-02-27,18,その他,ナンバープレート
窃盗,部品ねらい,加賀町,新山下,141046,神奈川県,横浜市中区,新山下２丁目,2018-01-27,18,その他,ナンバープレート
窃盗,部品ねらい,加賀町,新山下,141046,神奈川県,横浜市中区,新山下３丁目,2018-01-24,15,その他,その他
窃盗,部品ねらい,加賀町,新山下,141046,神奈川県,横浜市中区,新山下３丁目,2018-08-23,16,駐車（輪）場,その他
窃盗,部品ねらい,加賀町,新山下,141046,神奈川県,横浜市中区,新山下３丁目,2018-12-20,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,山手,見晴通,141046,神奈川県,横浜市中区,本牧町２丁目,2018-07-15,08,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧三之谷,2018-05-30,17,駐車（輪）場,その他
窃盗,部品ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧原,2011-10-21,00,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,山手,本牧三之谷,141046,神奈川県,横浜市中区,本牧原,2018-07-28,13,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,山手,間門,141046,神奈川県,横浜市中区,本牧緑ケ丘,2018-02-23,21,駐車（輪）場,その他
窃盗,部品ねらい,山手,根岸,141046,神奈川県,横浜市中区,根岸町２丁目,2018-05-10,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,山手,麦田町,141046,神奈川県,横浜市中区,柏葉,2018-01-09,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,山手,本牧ふ頭,141046,神奈川県,横浜市中区,小港町１丁目,2018-09-10,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,上町,2018-04-18,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,坂下町,2018-01-15,00,一戸建住宅,ナンバープレート
窃盗,部品ねらい,磯子,根岸駅前,141071,神奈川県,横浜市磯子区,東町,2018-10-17,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,滝頭３丁目,2018-03-16,19,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,磯子,丸山,141071,神奈川県,横浜市磯子区,滝頭３丁目,2018-10-26,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,磯子,岡村,141071,神奈川県,横浜市磯子区,岡村４丁目,2018-11-01,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,磯子,汐見台,141071,神奈川県,横浜市磯子区,汐見台３丁目,2018-07-17,21,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,磯子,間坂,141071,神奈川県,横浜市磯子区,磯子２丁目,2018-07-02,07,一戸建住宅,その他
窃盗,部品ねらい,磯子,間坂,141071,神奈川県,横浜市磯子区,磯子５丁目,2018-07-19,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,新杉田町,2018-12-14,07,駐車（輪）場,その他
窃盗,部品ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田１丁目,2018-04-28,11,道路上,その他
窃盗,部品ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田７丁目,不明,不明,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,杉田,141071,神奈川県,横浜市磯子区,杉田８丁目,2018-11-28,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台１丁目,不明,不明,４階建て以上共同住宅,その他
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台２丁目,2018-03-16,12,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台４丁目,2018-01-02,22,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台５丁目,2017-12-28,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,磯子,洋光台,141071,神奈川県,横浜市磯子区,洋光台５丁目,2018-02-21,22,４階建て以上共同住宅,その他
窃盗,部品ねらい,磯子,上中里,141071,神奈川県,横浜市磯子区,栗木３丁目,2018-07-21,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,磯子,磯子駅前,141071,神奈川県,横浜市磯子区,森１丁目,2018-06-17,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,金沢,金沢文庫駅前,141089,神奈川県,横浜市金沢区,泥亀１丁目,2018-08-24,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,金沢,金沢文庫駅前,141089,神奈川県,横浜市金沢区,泥亀１丁目,2018-11-12,13,駐車（輪）場,その他
窃盗,部品ねらい,金沢,金沢文庫駅前,141089,神奈川県,横浜市金沢区,釜利谷東２丁目,2018-05-04,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,金沢,洲崎,141089,神奈川県,横浜市金沢区,平潟町,2018-10-20,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,金沢,六浦,141089,神奈川県,横浜市金沢区,東朝比奈１丁目,2018-09-29,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,金沢,六浦,141089,神奈川県,横浜市金沢区,六浦４丁目,2018-02-13,21,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,金沢,大道,141089,神奈川県,横浜市金沢区,東朝比奈２丁目,2018-09-03,11,４階建て以上共同住宅,その他
窃盗,部品ねらい,金沢,並木,141089,神奈川県,横浜市金沢区,並木１丁目,2018-03-17,10,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,幸浦２丁目,2018-07-13,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木２丁目,2018-09-02,19,駐車（輪）場,その他
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,並木３丁目,2018-11-06,11,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,福浦２丁目,2018-06-15,20,その他,ナンバープレート
窃盗,部品ねらい,金沢,幸浦,141089,神奈川県,横浜市金沢区,福浦３丁目,2018-07-10,15,駐車（輪）場,その他
窃盗,部品ねらい,金沢,釜利谷,141089,神奈川県,横浜市金沢区,釜利谷南２丁目,2018-05-15,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,末吉町１丁目,2017-02-06,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,伊勢佐木町,141046,神奈川県,横浜市中区,若葉町２丁目,2018-12-08,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,伊勢佐木町６丁目,2018-10-24,21,道路上,ナンバープレート
窃盗,部品ねらい,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,末吉町４丁目,2018-10-13,17,駐車（輪）場,その他
窃盗,部品ねらい,伊勢佐木,横浜橋,141046,神奈川県,横浜市中区,弥生町１丁目,2018-11-06,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,伊勢佐木,長者町,141046,神奈川県,横浜市中区,翁町１丁目,2018-06-02,06,その他,その他
窃盗,部品ねらい,伊勢佐木,長者町,141046,神奈川県,横浜市中区,三吉町,2018-09-29,10,駐車（輪）場,ナンバープレート
