罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金以外の主な被害品
窃盗,部品ねらい,中原,上平間,141330,神奈川県,川崎市中原区,上平間,2018-06-09,15,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,中原,上平間,141330,神奈川県,川崎市中原区,田尻町,2018-12-09,15,駐車（輪）場,その他
窃盗,部品ねらい,中原,中丸子,141330,神奈川県,川崎市中原区,中丸子,2018-04-04,04,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,中原,中丸子,141330,神奈川県,川崎市中原区,中丸子,2018-05-13,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,中原,中丸子,141330,神奈川県,川崎市中原区,中丸子,2018-11-11,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,久本３丁目,2018-03-04,06,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,久本３丁目,2018-07-27,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高津,溝口駅前,141348,神奈川県,川崎市高津区,溝口２丁目,2018-05-30,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高津,北見方,141348,神奈川県,川崎市高津区,北見方１丁目,2018-05-14,22,その他,その他
窃盗,部品ねらい,高津,北見方,141348,神奈川県,川崎市高津区,下野毛３丁目,2018-04-08,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,高津,千年,141348,神奈川県,川崎市高津区,明津,2018-11-08,00,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,高津,千年,141348,神奈川県,川崎市高津区,子母口,2018-02-09,20,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,高津,千年,141348,神奈川県,川崎市高津区,子母口,2018-05-28,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高津,千年,141348,神奈川県,川崎市高津区,子母口,2018-08-26,19,４階建て以上共同住宅,その他
窃盗,部品ねらい,高津,久末,141348,神奈川県,川崎市高津区,,2018-12-01,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,高津,久末,141348,神奈川県,川崎市高津区,蟹ケ谷,2018-05-12,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,高津,久末,141348,神奈川県,川崎市高津区,野川,2018-05-25,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高津,久末,141348,神奈川県,川崎市高津区,野川,2018-07-27,15,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高津,久末,141348,神奈川県,川崎市高津区,久末,2018-06-12,20,その他,ナンバープレート
窃盗,部品ねらい,高津,久末,141348,神奈川県,川崎市高津区,久末,2018-11-16,18,その他,ナンバープレート
窃盗,部品ねらい,高津,久末,141348,神奈川県,川崎市高津区,久末,2018-12-19,19,道路上,その他
窃盗,部品ねらい,高津,末長,141348,神奈川県,川崎市高津区,末長３丁目,2018-06-21,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,高津,末長,141348,神奈川県,川崎市高津区,末長４丁目,2018-06-20,17,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,高津,末長,141348,神奈川県,川崎市高津区,久本２丁目,2018-06-17,19,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,高津,二子新地駅前,141348,神奈川県,川崎市高津区,溝口５丁目,2018-03-03,12,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,多摩,登戸駅前,141356,神奈川県,川崎市多摩区,登戸,2018-10-27,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2018-02-20,08,駐車（輪）場,その他
窃盗,部品ねらい,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,登戸,2018-04-10,15,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,多摩,向ヶ丘遊園駅前,141356,神奈川県,川崎市多摩区,東生田１丁目,2018-02-19,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,多摩,中野島,141356,神奈川県,川崎市多摩区,中野島５丁目,2018-03-30,10,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,多摩,中野島,141356,神奈川県,川崎市多摩区,中野島５丁目,2018-07-06,23,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,多摩,中野島,141356,神奈川県,川崎市多摩区,布田,2018-05-12,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,多摩,菅,141356,神奈川県,川崎市多摩区,菅稲田堤２丁目,2018-02-16,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,多摩,宿河原,141356,神奈川県,川崎市多摩区,宿河原４丁目,2017-08-30,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,多摩,宿河原,141356,神奈川県,川崎市多摩区,長尾１丁目,2018-02-09,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,多摩,生田,141356,神奈川県,川崎市多摩区,生田１丁目,2018-09-28,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,多摩,生田,141356,神奈川県,川崎市多摩区,三田３丁目,2018-06-21,18,４階建て以上共同住宅,その他
窃盗,部品ねらい,多摩,生田,141356,神奈川県,川崎市多摩区,三田４丁目,2018-11-12,19,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,寺尾台１丁目,2018-02-26,21,その他の住宅（３階建て以下共同住宅等）,タイヤ・ホイール
窃盗,部品ねらい,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,寺尾台１丁目,2018-06-24,01,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,西生田１丁目,2018-12-13,20,駐車（輪）場,その他
窃盗,部品ねらい,多摩,読売ランド駅前,141356,神奈川県,川崎市多摩区,西生田５丁目,2018-08-18,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,多摩,長沢,141356,神奈川県,川崎市多摩区,南生田５丁目,2018-11-28,10,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,多摩,長沢,141356,神奈川県,川崎市多摩区,長沢１丁目,2018-02-09,22,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,多摩,長沢,141356,神奈川県,川崎市多摩区,長沢１丁目,2018-11-03,16,４階建て以上共同住宅,その他
窃盗,部品ねらい,多摩,長沢,141356,神奈川県,川崎市多摩区,長沢４丁目,2018-03-08,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,多摩,堰,141356,神奈川県,川崎市多摩区,堰１丁目,2018-09-02,02,駐車（輪）場,その他
窃盗,部品ねらい,多摩,菅星ヶ丘,141356,神奈川県,川崎市多摩区,菅馬場１丁目,2018-07-22,16,駐車（輪）場,その他
窃盗,部品ねらい,多摩,菅星ヶ丘,141356,神奈川県,川崎市多摩区,菅馬場２丁目,2018-03-15,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,川崎駅西口,141321,神奈川県,川崎市幸区,大宮町,2018-09-22,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,塚越,141321,神奈川県,川崎市幸区,塚越１丁目,2018-06-02,10,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,幸,塚越,141321,神奈川県,川崎市幸区,塚越４丁目,2018-03-02,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,幸,塚越,141321,神奈川県,川崎市幸区,戸手本町２丁目,2018-11-24,14,一戸建住宅,ナンバープレート
窃盗,部品ねらい,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向西町４丁目,2018-02-22,21,一戸建住宅,ナンバープレート
窃盗,部品ねらい,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向西町４丁目,2018-06-03,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,小向東芝町,141321,神奈川県,川崎市幸区,小向西町４丁目,2018-12-15,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,小向東芝町,141321,神奈川県,川崎市幸区,紺屋町,2018-08-07,17,駐車（輪）場,カーナビ
窃盗,部品ねらい,幸,古市場,141321,神奈川県,川崎市幸区,東古市場,2018-02-21,18,道路上,タイヤ・ホイール
窃盗,部品ねらい,幸,下平間,141321,神奈川県,川崎市幸区,下平間,2018-05-13,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,下平間,141321,神奈川県,川崎市幸区,下平間,2018-05-14,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,下平間,141321,神奈川県,川崎市幸区,古川町,2018-06-09,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,北加瀬,141321,神奈川県,川崎市幸区,北加瀬１丁目,2018-05-05,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬２丁目,2018-03-09,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,北加瀬,141321,神奈川県,川崎市幸区,南加瀬２丁目,2018-05-16,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,東小倉,2018-01-12,20,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,幸,鹿島田駅前,141321,神奈川県,川崎市幸区,東小倉,2018-06-27,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,河原町,141321,神奈川県,川崎市幸区,遠藤町,2018-05-28,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2018-03-12,20,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,幸,河原町,141321,神奈川県,川崎市幸区,河原町,2018-04-11,15,４階建て以上共同住宅,その他
窃盗,部品ねらい,幸,河原町,141321,神奈川県,川崎市幸区,神明町２丁目,2018-06-01,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹２丁目,2018-02-03,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,馬絹,141364,神奈川県,川崎市宮前区,馬絹２丁目,2018-06-23,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,馬絹,141364,神奈川県,川崎市宮前区,宮崎,2018-02-27,18,駐車（輪）場,カーナビ
窃盗,部品ねらい,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,有馬２丁目,2018-03-11,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,有馬８丁目,2018-01-25,19,その他,タイヤ・ホイール
窃盗,部品ねらい,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,有馬８丁目,2018-03-01,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,宮前,鷺沼駅前,141364,神奈川県,川崎市宮前区,鷺沼１丁目,2018-04-08,05,その他,その他
窃盗,部品ねらい,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生２丁目,2018-03-25,02,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,宮前,蔵敷,141364,神奈川県,川崎市宮前区,水沢１丁目,2018-06-11,01,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,蔵敷,141364,神奈川県,川崎市宮前区,菅生ケ丘,2018-11-17,21,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,宮前,神木,141364,神奈川県,川崎市宮前区,平１丁目,2018-09-16,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,神木,141364,神奈川県,川崎市宮前区,平２丁目,2018-04-03,17,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,宮前,神木,141364,神奈川県,川崎市宮前区,宮崎５丁目,2018-01-16,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,白幡台２丁目,2018-07-05,21,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,宮前,宮前平駅前,141364,神奈川県,川崎市宮前区,白幡台２丁目,2018-12-03,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,宮前,野川,141364,神奈川県,川崎市宮前区,野川,不明,不明,駐車（輪）場,その他
窃盗,部品ねらい,宮前,野川,141364,神奈川県,川崎市宮前区,野川,2018-09-19,18,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬３丁目,2018-02-02,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,宮前,有馬,141364,神奈川県,川崎市宮前区,有馬６丁目,2018-01-08,08,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,武山,142018,神奈川県,横須賀市,太田和１丁目,2018-02-06,07,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,武山,142018,神奈川県,横須賀市,太田和１丁目,2018-10-07,23,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,横須賀,武山,142018,神奈川県,横須賀市,長坂３丁目,2018-05-12,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,武山,142018,神奈川県,横須賀市,長坂４丁目,2018-08-27,14,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,中央駅前,142018,神奈川県,横須賀市,日の出町３丁目,2018-05-13,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,中央駅前,142018,神奈川県,横須賀市,若松町１丁目,2018-12-11,23,その他,ナンバープレート
窃盗,部品ねらい,横須賀,本町,142018,神奈川県,横須賀市,汐入町４丁目,2018-04-07,23,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,本町,142018,神奈川県,横須賀市,本町２丁目,2018-03-07,17,駐車（輪）場,その他
窃盗,部品ねらい,横須賀,三春町三丁目,142018,神奈川県,横須賀市,三春町４丁目,2018-05-06,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,三春町三丁目,142018,神奈川県,横須賀市,三春町６丁目,2018-04-01,17,道路上,ナンバープレート
窃盗,部品ねらい,横須賀,上町三丁目,142018,神奈川県,横須賀市,上町４丁目,2018-05-10,18,道路上,ナンバープレート
窃盗,部品ねらい,横須賀,衣笠駅前,142018,神奈川県,横須賀市,平作５丁目,2018-04-08,01,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,池上,142018,神奈川県,横須賀市,池上５丁目,2018-04-23,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,池上,142018,神奈川県,横須賀市,阿部倉,2018-01-10,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,池上,142018,神奈川県,横須賀市,阿部倉,2018-02-17,21,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,横須賀,森崎町,142018,神奈川県,横須賀市,大矢部１丁目,2018-05-25,22,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,森崎町,142018,神奈川県,横須賀市,大矢部５丁目,2018-06-23,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,森崎町,142018,神奈川県,横須賀市,衣笠町,2018-05-20,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,森崎町,142018,神奈川県,横須賀市,衣笠町,2018-06-23,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,武,142018,神奈川県,横須賀市,須軽谷,2018-07-10,14,道路上,ナンバープレート
窃盗,部品ねらい,横須賀,武,142018,神奈川県,横須賀市,須軽谷,2018-08-04,16,一戸建住宅,ナンバープレート
窃盗,部品ねらい,横須賀,武,142018,神奈川県,横須賀市,武３丁目,2018-04-30,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,横須賀,秋谷,142018,神奈川県,横須賀市,秋谷２丁目,2018-01-11,15,一戸建住宅,ナンバープレート
窃盗,部品ねらい,田浦,田浦町,142018,神奈川県,横須賀市,船越町８丁目,2018-05-15,05,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,田浦,追浜駅前,142018,神奈川県,横須賀市,浜見台２丁目,2018-06-01,21,道路上,その他
窃盗,部品ねらい,田浦,夏島町,142018,神奈川県,横須賀市,浦郷町５丁目,2018-05-02,11,その他,ナンバープレート
窃盗,部品ねらい,田浦,浦郷町,142018,神奈川県,横須賀市,浦郷町３丁目,2018-01-28,13,その他,その他
窃盗,部品ねらい,田浦,浦郷町,142018,神奈川県,横須賀市,浦郷町３丁目,2018-05-16,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,浦賀港,142018,神奈川県,横須賀市,浦上台３丁目,2018-05-10,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,浦賀港,142018,神奈川県,横須賀市,光風台,2018-03-21,12,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,浦賀,浦賀港,142018,神奈川県,横須賀市,東浦賀２丁目,2018-04-27,08,その他,ナンバープレート
窃盗,部品ねらい,浦賀,鴨居,142018,神奈川県,横須賀市,小原台,2018-05-08,14,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,鴨居,142018,神奈川県,横須賀市,鴨居２丁目,2018-04-29,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,北久里浜駅前,142018,神奈川県,横須賀市,池田町４丁目,2018-04-01,11,道路上,ナンバープレート
窃盗,部品ねらい,浦賀,北久里浜駅前,142018,神奈川県,横須賀市,根岸町４丁目,2018-04-09,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,北久里浜駅前,142018,神奈川県,横須賀市,根岸町４丁目,2018-05-06,09,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,浦賀,北久里浜駅前,142018,神奈川県,横須賀市,吉井２丁目,2018-04-08,23,４階建て以上共同住宅,その他
窃盗,部品ねらい,浦賀,久里浜,142018,神奈川県,横須賀市,久里浜４丁目,2018-02-01,03,駐車（輪）場,その他
窃盗,部品ねらい,浦賀,久里浜,142018,神奈川県,横須賀市,吉井２丁目,2018-02-07,14,駐車（輪）場,その他
窃盗,部品ねらい,浦賀,久里浜海岸,142018,神奈川県,横須賀市,久里浜８丁目,2018-12-02,13,その他,ナンバープレート
窃盗,部品ねらい,浦賀,野比,142018,神奈川県,横須賀市,野比２丁目,2018-10-05,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,野比,142018,神奈川県,横須賀市,野比５丁目,2018-08-24,15,その他,その他
窃盗,部品ねらい,浦賀,馬堀,142018,神奈川県,横須賀市,馬堀町１丁目,2018-03-09,15,一戸建住宅,その他
窃盗,部品ねらい,浦賀,佐原,142018,神奈川県,横須賀市,岩戸１丁目,2018-03-09,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,佐原,142018,神奈川県,横須賀市,岩戸３丁目,2018-01-07,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,佐原,142018,神奈川県,横須賀市,佐原１丁目,2018-02-27,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,佐原,142018,神奈川県,横須賀市,佐原４丁目,2018-06-06,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,佐原,142018,神奈川県,横須賀市,佐原５丁目,2018-03-31,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,佐原,142018,神奈川県,横須賀市,佐原５丁目,2018-06-06,15,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,浦賀,二葉,142018,神奈川県,横須賀市,二葉２丁目,2018-05-13,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,浦賀,長沢,142018,神奈川県,横須賀市,長沢２丁目,2018-10-05,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,長沢,142018,神奈川県,横須賀市,長沢４丁目,2018-06-20,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,浦賀,津久井,142018,神奈川県,横須賀市,津久井３丁目,2018-09-30,20,一戸建住宅,ナンバープレート
窃盗,部品ねらい,浦賀,かもめ団地,142018,神奈川県,横須賀市,鴨居２丁目,2017-10-05,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,善行,142051,神奈川県,藤沢市,稲荷１丁目,2018-03-25,12,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,善行,142051,神奈川県,藤沢市,善行２丁目,2018-03-07,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,善行,142051,神奈川県,藤沢市,善行団地,2018-03-03,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,善行,142051,神奈川県,藤沢市,立石１丁目,2018-03-25,18,一戸建住宅,ナンバープレート
窃盗,部品ねらい,藤沢北,善行,142051,神奈川県,藤沢市,立石４丁目,2018-05-13,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,善行,142051,神奈川県,藤沢市,白旗４丁目,2018-07-29,21,道路上,ナンバープレート
窃盗,部品ねらい,藤沢北,長後駅前,142051,神奈川県,藤沢市,下土棚,2018-08-31,23,駐車（輪）場,タイヤ・ホイール
窃盗,部品ねらい,藤沢北,長後駅前,142051,神奈川県,藤沢市,高倉,2018-05-27,02,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,長後駅前,142051,神奈川県,藤沢市,高倉,2018-11-02,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,湘南台駅西口,142051,神奈川県,藤沢市,湘南台２丁目,2018-03-22,23,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,葛原,2018-04-02,22,その他,ナンバープレート
窃盗,部品ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,宮原,2018-03-09,19,一戸建住宅,ナンバープレート
窃盗,部品ねらい,藤沢北,御所見,142051,神奈川県,藤沢市,宮原,2018-10-12,19,駐車（輪）場,その他
窃盗,部品ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,亀井野,2018-04-04,17,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,天神町３丁目,2018-03-04,15,駐車（輪）場,その他
窃盗,部品ねらい,藤沢北,六会日大駅前,142051,神奈川県,藤沢市,天神町３丁目,2018-10-08,09,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,湘南ライフタウン,142051,神奈川県,藤沢市,遠藤,2018-08-29,09,その他の住宅（３階建て以下共同住宅等）,ナンバープレート
窃盗,部品ねらい,藤沢北,湘南ライフタウン,142051,神奈川県,藤沢市,大庭,2017-12-30,21,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,湘南ライフタウン,142051,神奈川県,藤沢市,大庭,2018-03-17,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,石川,142051,神奈川県,藤沢市,石川１丁目,2018-08-01,15,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,藤沢北,石川,142051,神奈川県,藤沢市,石川２丁目,2018-01-22,10,駐車（輪）場,その他
窃盗,部品ねらい,藤沢北,石川,142051,神奈川県,藤沢市,石川４丁目,2018-08-08,14,駐車（輪）場,その他
窃盗,部品ねらい,藤沢北,石川,142051,神奈川県,藤沢市,石川６丁目,2018-10-08,19,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2018-05-16,20,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,藤沢北,石川,142051,神奈川県,藤沢市,遠藤,2018-10-07,17,その他の住宅（３階建て以下共同住宅等）,その他
窃盗,部品ねらい,藤沢北,湘南台駅東口,142051,神奈川県,藤沢市,湘南台５丁目,2018-02-04,22,その他,その他
窃盗,部品ねらい,三崎,六合,142107,神奈川県,三浦市,岬陽町,2018-07-06,07,その他,ナンバープレート
窃盗,部品ねらい,三崎,六合,142107,神奈川県,三浦市,三崎町諸磯,2018-02-04,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,三崎,三浦海岸駅前,142107,神奈川県,三浦市,南下浦町上宮田,2018-01-20,13,４階建て以上共同住宅,タイヤ・ホイール
窃盗,部品ねらい,三崎,三浦海岸駅前,142107,神奈川県,三浦市,南下浦町上宮田,2018-02-05,07,駐車（輪）場,その他
窃盗,部品ねらい,三崎,三浦海岸駅前,142107,神奈川県,三浦市,南下浦町上宮田,2018-08-06,18,４階建て以上共同住宅,ナンバープレート
窃盗,部品ねらい,三崎,三崎港,142107,神奈川県,三浦市,海外町,2018-02-04,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,三崎,三崎港,142107,神奈川県,三浦市,海外町,2018-02-04,19,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三崎,三崎港,142107,神奈川県,三浦市,東岡町,2018-03-19,20,一戸建住宅,その他
窃盗,部品ねらい,三崎,初声,142107,神奈川県,三浦市,初声町和田,2018-02-13,00,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,三崎,三崎口駅前,142107,神奈川県,三浦市,初声町下宮田,2018-10-16,06,駐車（輪）場,その他
窃盗,部品ねらい,三崎,三崎口駅前,142107,神奈川県,三浦市,三崎町小網代,2018-11-06,02,一戸建住宅,その他
窃盗,部品ねらい,逗子,逗子駅前,142085,神奈川県,逗子市,逗子７丁目,2018-06-18,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,逗子,逗子駅前,142085,神奈川県,逗子市,山の根３丁目,2018-04-12,16,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,逗子,沼間,142085,神奈川県,逗子市,沼間１丁目,2018-01-27,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,逗子,沼間,142085,神奈川県,逗子市,沼間２丁目,不明,不明,４階建て以上共同住宅,その他
窃盗,部品ねらい,逗子,新逗子駅前,142085,神奈川県,逗子市,逗子５丁目,2018-12-19,17,その他,その他
窃盗,部品ねらい,逗子,新宿,142085,神奈川県,逗子市,新宿２丁目,2018-07-21,10,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,逗子,池子,142085,神奈川県,逗子市,池子２丁目,2018-01-07,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,逗子,池子,142085,神奈川県,逗子市,池子３丁目,2018-03-18,12,一戸建住宅,ナンバープレート
窃盗,部品ねらい,鎌倉,材木座,142042,神奈川県,鎌倉市,材木座１丁目,2018-04-15,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鎌倉,材木座,142042,神奈川県,鎌倉市,材木座６丁目,2018-09-21,17,一戸建住宅,ナンバープレート
窃盗,部品ねらい,鎌倉,深沢,142042,神奈川県,鎌倉市,手広１丁目,2018-11-05,07,その他,ナンバープレート
窃盗,部品ねらい,鎌倉,浄明寺,142042,神奈川県,鎌倉市,十二所,2017-12-27,11,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鎌倉,浄明寺,142042,神奈川県,鎌倉市,浄明寺１丁目,2017-12-30,22,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鎌倉,津,142042,神奈川県,鎌倉市,腰越,2018-01-18,18,駐車（輪）場,ナンバープレート
窃盗,部品ねらい,鎌倉,津,142042,神奈川県,鎌倉市,腰越,2018-03-01,18,駐車（輪）場,その他
窃盗,部品ねらい,大船,大船駅前,142042,神奈川県,鎌倉市,岩瀬,2018-01-29,17,一戸建住宅,その他
窃盗,部品ねらい,大船,大船駅前,142042,神奈川県,鎌倉市,大船１丁目,2018-02-18,08,駐車（輪）場,その他
